,Title,Organization,Skills,Ratings,Review counts,Metadata
801,Antibiotic Stewardship ,Stanford University," Infection Control, Infectious Diseases, Pharmacy, Patient Safety, Pharmaceuticals, Patient Treatment, Medical Management, Epidemiology, Intensive Care Medicine, Health Care Procedure and Regulation, Clinical Leadership, Clinical Research, Long Term Care, Continuous Quality Improvement (CQI)",4.7,701 reviews,Beginner · Specialization · 3 - 6 Months
802,"Personal Productivity, Time Management and Prioritization",Starweaver," Organizational Skills, Prioritization, Time Management, Productivity Software, Goal Setting, Multitasking, Ability To Meet Deadlines, Calendar Management, Personal Development, Stress Management, Planning, Delegation Skills, Mental Concentration",4.7,270 reviews,Mixed · Course · 1 - 3 Months
803,Gestión de Proyectos de Google,Google," Project Closure, Cost Management, Quality Management, Project Planning, Project Management Life Cycle, Communication Planning, Sprint Retrospectives, Project Controls, Backlogs, Agile Methodology, Agile Project Management, Budget Management, Project Scoping, Project Schedules, Milestones (Project Management), Team Leadership, Stakeholder Management, Project Documentation, Project Management, Change Management",4.9,10K reviews,Beginner · Specialization · 3 - 6 Months
804,Sustainable Fashion,Copenhagen Business School," Probability, Bayesian Statistics, Calculus, Graphing, Data Science, Algebra, Arithmetic, Derivatives",4.8,755 reviews,Beginner · Course · 1 - 3 Months
805,Introduction to Data Analytics in Google Cloud,Google Cloud," Stored Procedure, Database Design, SQL, Relational Databases, NoSQL, PostgreSQL, Database Architecture and Administration, Database Systems, Database Theory, Database Management, Data Modeling, Databases, JSON, Database Development, Scalability, Database Management Systems, Distributed Computing, Cloud Applications, Text Mining, Query Languages",4.6,101 reviews,Beginner · Course · 1 - 4 Weeks
806,Immunology: The Immune System and its Failures,Imperial College London," Strategic Decision-Making, Innovation, Creativity, Team Management, Creative Thinking, Value Propositions, Entrepreneurship, Creative Problem-Solving, Technology Strategies, Strategic Thinking, Brainstorming, Presentations, Business Modeling, Go To Market Strategy, Business Planning, Collaboration, New Business Development, Open Mindset, New Product Development, Market Opportunities",4.8,313 reviews,Intermediate · Specialization · 3 - 6 Months
807,Introduction to Model-Based Systems Engineering,Siemens," Algorithms, Graph Theory, Data Structures, Theoretical Computer Science, Computational Thinking, Mathematical Theory & Analysis, Analysis, Probability, Design Strategies",4.3,55 reviews,Beginner · Course · 1 - 3 Months
808,Introduction to Git and GitHub,Google," Business Writing, Conflict Management, Teamwork, Constructive Feedback, Decision Making, Cooperation, Business Communication, Collaboration, Writing, Organizational Skills, Interpersonal Communications, Concision, Cultural Diversity, Proofreading, Team Motivation, Communication, Performance Management, Employee Performance Management, Management Training And Development, Emotional Intelligence",4.8,7.7K reviews,Beginner · Course · 1 - 4 Weeks
809,Introduction to Machine Learning,Duke University," Cold Calling, Selling Techniques, Closing (Sales), Overcoming Objections, Sales Process, Sales Presentations, Sales Prospecting, Lead Generation, Telephone Skills, Customer Relationship Building, Active Listening, Communication Strategies, Customer Engagement",4.7,3.7K reviews,Intermediate · Course · 1 - 3 Months
810,Auditing I: Conceptual Foundations of Auditing,University of Illinois Urbana-Champaign," Bookkeeping, Financial Statements, Accounting, General Accounting, Depreciation, Cash Flows, Balance Sheet, Income Statement, Financial Analysis, Inventory Accounting, Financial Reporting, Accrual Accounting, Revenue Management, Revenue Recognition, Inventory Control Systems, Asset Management",4.7,618 reviews,Intermediate · Course · 1 - 3 Months
811,.NET FullStack Developer,Board Infinity," Cloud Infrastructure, Data Management, Data Governance, Cloud Computing, Google Cloud Platform, Cloud Computing Architecture, Big Data, Analytics, Data Storage Technologies, Cloud Storage, Data Analysis, Data Storage, Data Processing",4.1,284 reviews,Intermediate · Specialization · 1 - 3 Months
812,Mathematics for Engineers,The Hong Kong University of Science and Technology," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Artificial Neural Networks, Computer Vision, Regression Analysis",4.8,7.5K reviews,Beginner · Specialization · 3 - 6 Months
813,ESG Risks and Opportunities,University of Pennsylvania," Accounts Payable and Receivable, Accounting, General Accounting, Accounting Systems, Financial Reporting, Bookkeeping, Accounting Software, Management Reporting, Sales Tax, Accounting Records, Budgeting, Tax Returns, Data Import/Export, Inventory Management System, Business Reporting, Order Management, Financial Statements, Tax, General Ledger, Tax Compliance",4.6,736 reviews,Beginner · Course · 1 - 4 Weeks
814,Innovation: From Creativity to Entrepreneurship,University of Illinois Urbana-Champaign," Identity and Access Management, IT Security Architecture, Authentications, Continuous Monitoring, Business Continuity, Security Controls, Secure Coding, Security Testing, Cryptography, Disaster Recovery, Vulnerability Assessments, Cyber Security Assessment, Application Security, Incident Management, Security Engineering, Data Security, Network Security, User Provisioning, OSI Models, Data Loss Prevention",4.8,3.6K reviews,Beginner · Specialization · 3 - 6 Months
815,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania," Process Engineering, Hazard Communication (HazCom), Fire And Life Safety, Safety Assurance, Process Control, Health And Safety Standards, Occupational Safety and Health Administration (OSHA), Risk Management, Environment Health And Safety, Accident Prevention, Safety Training, Engineering Practices, Risk Analysis, Failure Analysis, Engineering Analysis, Equipment Design, Engineering Calculations, Process Analysis, Mathematical Modeling, Estimation",4.6,2.5K reviews,Beginner · Course · 1 - 4 Weeks
816,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University," Algorithms, Graph Theory, Data Structures, Theoretical Computer Science, Computational Thinking, Mathematical Theory & Analysis, Analysis, Probability, Design Strategies",4.8,284 reviews,Intermediate · Course · 1 - 4 Weeks
817,Teach English Now! Capstone Project 2,Arizona State University," Literacy, Grammar",4.9,296 reviews,Beginner · Course · 1 - 3 Months
818,Marketing Digital,Universidade de São Paulo," Search Engine Marketing, Digital Marketing, Email Marketing, Marketing Strategies, Search Engine Optimization, Google Analytics, A/B Testing, Marketing Effectiveness, Advertising Campaigns, Web Analytics, Facebook, Marketing Channel, Advertising, Marketing Analytics, Return On Investment, Performance Measurement",4.7,289 reviews,Beginner · Course · 1 - 3 Months
819,Chemical Hazards and Process Safety,"University of California, Davis"," Process Engineering, Hazard Communication (HazCom), Fire And Life Safety, Safety Assurance, Process Control, Health And Safety Standards, Occupational Safety and Health Administration (OSHA), Risk Management, Environment Health And Safety, Accident Prevention, Safety Training, Engineering Practices, Risk Analysis, Failure Analysis, Engineering Analysis, Engineering Design Process, Equipment Design, Engineering Calculations, Process Analysis, Mathematical Modeling",4.8,487 reviews,Advanced · Specialization · 3 - 6 Months
820,The Art of Storytelling,IESE Business School," Storytelling, Public Speaking, Verbal Communication Skills, Content Creation, Writing, Communication, Business Communication, Emotional Intelligence",4.5,69 reviews,Beginner · Course · 1 - 4 Weeks
821,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,Google Cloud," Dataflow, Google Cloud Platform, Data Pipelines, Data Lakes, Data Warehousing, Real Time Data, Data Management, Data Processing, Unstructured Data, Cloud Storage, MLOps (Machine Learning Operations), Applied Machine Learning, Tensorflow, Big Data, Cloud Infrastructure, Data Visualization, Data Infrastructure, Extract, Transform, Load, Dashboard, Data Architecture",4.4,3.4K reviews,Intermediate · Professional Certificate · 3 - 6 Months
822,"Data Engineering, Big Data and ML on Google Cloud 日本語版",Google Cloud," Dataflow, Google Cloud Platform, Data Pipelines, Data Lakes, Data Warehousing, Real Time Data, Data Management, Data Infrastructure, Unstructured Data, Cloud Storage, MLOps (Machine Learning Operations), Applied Machine Learning, Tensorflow, Big Data, Cloud Infrastructure, Data Visualization, Extract, Transform, Load, Dashboard, Data Architecture, Data Processing",4.4,2.8K reviews,Intermediate · Specialization · 3 - 6 Months
823,CISSP Certified Information Systems Security Professional,Packt," Identity and Access Management, IT Security Architecture, Authentications, Continuous Monitoring, Business Continuity, Security Controls, Secure Coding, Security Testing, Cryptography, Disaster Recovery, Vulnerability Assessments, Cyber Security Assessment, Application Security, Incident Management, Security Engineering, Data Security, Network Security, User Provisioning, OSI Models, Data Loss Prevention",4.9,108 reviews,Beginner · Specialization · 3 - 6 Months
824,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Arizona State University," Vocabulary, Language Learning",4.9,4.9K reviews,Beginner · Course · 1 - 3 Months
825,Business Finance and Data Analysis Fundamentals,Rice University," Capital Budgeting, Cash Flows, Probability & Statistics, Financial Statements, Microsoft Excel, Descriptive Statistics, Financial Accounting, Business Analytics, Box Plots, Probability Distribution, Finance, Financial Analysis, Data Visualization, Probability, Statistics, Business Valuation, Financial Statement Analysis, Accounting, Return On Investment, Accruals",4.8,3.2K reviews,Beginner · Specialization · 3 - 6 Months
826,Introduction to 3D Modeling,University of Michigan," 3D Modeling, Visualization (Computer Graphics), Computer-Aided Design, Design, Graphic and Visual Design, Architectural Design",4,1.1K reviews,Beginner · Course · 1 - 4 Weeks
827,Certified Ethical Hacking (v12),LearnKartS," Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Penetration Testing, Network Security, Malware Protection, Cybersecurity, Cloud Computing, Mobile Security, Application Security, Cyber Attacks, Cyber Security Assessment, Security Testing, Threat Detection, Information Systems Security, Cyber Threat Intelligence, Intrusion Detection and Prevention, Virtualization, Firewall, Vulnerability Assessments, Threat Modeling",4.7,643 reviews,Intermediate · Specialization · 1 - 3 Months
828,Blockchain Revolution in Financial Services,INSEAD," Social Justice, Social Studies, Cultural Diversity, Socioeconomics, Diversity Equity and Inclusion Initiatives, Creativity, Liberal Arts, Culture, Advocacy, Policty Analysis, Research, and Development",4.7,999 reviews,Beginner · Specialization · 3 - 6 Months
829,People Analytics,University of Pennsylvania," Unified Modeling Language, Systems Engineering, Software Systems, Systems Architecture, Systems Analysis, System Design and Implementation, Systems Integration, Interoperability, Solution Architecture, Requirements Analysis, Verification And Validation, Hardware Architecture",4.6,6.1K reviews,Mixed · Course · 1 - 4 Weeks
830,"Black Canadians: History, Presence, and Anti-Racist Futures",University of Alberta," Literacy, Grammar",4.9,71 reviews,Beginner · Course · 1 - 4 Weeks
831,CVS Health Call Center Customer Service,CVS Health," Natural Language Processing, MLOps (Machine Learning Operations), Tensorflow, Reinforcement Learning, Computer Vision, Google Cloud Platform, Keras (Neural Network Library), Systems Design, Image Analysis, Hybrid Cloud Computing, Applied Machine Learning, Systems Architecture, Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Distributed Computing, Unsupervised Learning",4.8,293 reviews,Beginner · Professional Certificate · 3 - 6 Months
832,Microeconomics Principles,University of Illinois Urbana-Champaign," Payroll, Payroll Tax, Sales Tax, Balance Sheet, Accounting, Accounts Payable, Financial Accounting, General Accounting, Equities, Bookkeeping, General Ledger, Mortgage Loans, Tax, Loans, Financial Statements",4.8,3.2K reviews,Beginner · Specialization · 1 - 3 Months
833,Strategic Thinking for Everyone,Arizona State University," Distributed Denial-Of-Service (DDoS) Attacks, Cloud Security, Penetration Testing, Network Security, Malware Protection, Cybersecurity, Cloud Computing, Mobile Security, Application Security, Cyber Attacks, Cyber Security Assessment, Security Testing, Threat Detection, Information Systems Security, Cyber Threat Intelligence, Intrusion Detection and Prevention, Virtualization, Firewall, Vulnerability Assessments, Threat Modeling",4.4,57 reviews,Beginner · Specialization · 3 - 6 Months
834,Liabilities and Equity in Accounting,Intuit," Forecasting, Mechanical Engineering, Engineering Calculations, Engineering, High Voltage, Systems Engineering, Time Series Analysis and Forecasting, Structural Analysis, Financial Analysis, Power Electronics, Environmental Monitoring, Engineering Design Process, Finite Element Methods, Geospatial Information and Technology, Remote Access Systems, Mathematical Modeling",4.4,718 reviews,Beginner · Course · 1 - 4 Weeks
835,An Introduction to Learning Experience Design (LXD),University of Michigan," Differential Equations, Linear Algebra, Matlab, Engineering Calculations, Engineering Analysis, Numerical Analysis, Finite Element Methods, Integral Calculus, Mechanical Engineering, Calculus, Algebra, Applied Mathematics, Mathematical Modeling, Engineering, Civil Engineering, Advanced Mathematics, Geometry, Computational Thinking, Mathematical Theory & Analysis, Simulation and Simulation Software",4.7,57 reviews,Beginner · Specialization · 1 - 3 Months
836,Building AI Cloud Apps with Microsoft Azure,Microsoft," Strategic Thinking, Data Storytelling, Visionary, Research, Influencing, Persuasive Communication, Strategic Decision-Making, Data Collection, Systems Thinking, Critical Thinking, Negotiation, Proactivity, Business Strategy, Complex Problem Solving, Communication Strategies, Forecasting, Creative Thinking, Scientific Methods, Decision Making, Active Listening",4.4,401 reviews,Intermediate · Specialization · 3 - 6 Months
837,Understanding child development: from synapse to society,Utrecht University," Multimedia, Persona (User Experience), Learning Theory, Program Evaluation, Instructional Design, Web Content Accessibility Guidelines, Instructional and Curriculum Design, Educational Materials, Course Development, Experience Design, Design, Professional Development, Disabilities, Brainstorming, Consultative Approaches, Motivational Skills, Communication, Design Elements And Principles, Lifelong Learning, Content Creation",4.6,353 reviews,Beginner · Course · 1 - 3 Months
838,"Anatomy of the Chest, Neck, Abdomen, and Pelvis",Yale University," Compassion, Self-Awareness, Creativity, Personal Development, Empathy, Emotional Intelligence, Liberal Arts, Journals, Curiosity, Stress Management, Psychology, Cultural Diversity, Storytelling",4.8,1.8K reviews,Intermediate · Course · 1 - 3 Months
839,Introduction to Microsoft Azure Cloud Services,Microsoft," Financial Reporting, Financial Data, Financial Statements, Income Statement, Financial Analysis, Risk Analysis, Cash Flows, Predictive Analytics, Profit and Loss (P&L) Management, Financial Forecasting, Balance Sheet, Business Metrics, Financial Planning, Key Performance Indicators (KPIs), Business Risk Management, Performance Analysis, Return On Investment",4.6,2.6K reviews,Beginner · Course · 1 - 4 Weeks
840,A Law Student's Toolkit,Yale University," Research, Critical Thinking, Law, Regulation, and Compliance, Social Studies, Policy Analysis, Analytical Skills, Economics, Ethical Standards And Conduct",4.7,353 reviews,Beginner · Course · 1 - 3 Months
841,AI Strategy and Project Management,Johns Hopkins University," Generative AI, Team Management, Strategic Leadership, Data Ethics, Team Building, Artificial Intelligence, Project Management, OpenAI, Organizational Strategy, Agile Methodology, ChatGPT, Risk Mitigation, Project Design, Performance Metric, Stakeholder Management, Resource Management, Risk Management, Business Ethics, Diversity and Inclusion, Law, Regulation, and Compliance",4.7,1.2K reviews,Beginner · Course · 1 - 3 Months
842,Learning and Development,HRCI," Training and Development, Adult Learning Principles, Employee Training, Developing Training Materials, Employee Engagement, Compliance Training, Instructional Design, Management Training And Development, Workforce Development, On-The-Job Training, Needs Assessment, Program Evaluation",4.8,2.4K reviews,Beginner · Course · 1 - 3 Months
843,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University," Cascading Style Sheets (CSS), HTML and CSS, Javascript, Ajax, Responsive Web Design, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Hypertext Markup Language (HTML), Web Design and Development, JSON, Web Applications, Web Development, Usability, Cross Platform Development, Browser Compatibility, Object Oriented Programming (OOP), User Interface and User Experience (UI/UX) Design, User Experience Design, Server Side",4.7,1.8K reviews,Intermediate · Course · 1 - 3 Months
844,Fundamentals of Social Media Advertising,Meta," Instagram, Social Media, Advertising Campaigns, Advertising, Marketing Materials, Social Media Marketing, Social Media Content, Social Media Strategy, Facebook, Copywriting, Content Creation, Marketing, Information Privacy, Campaign Management, Data Collection, Target Audience",4.8,2.6K reviews,Beginner · Course · 1 - 4 Weeks
845,University Teaching,The University of Hong Kong," Instructional Design, Curriculum Development, Lesson Planning, Constructive Feedback, Pedagogy, Teaching, Course Development, Differentiated Instruction, Instructional Strategies, Student Engagement, Higher Education, Student-Centred Learning, Learning Styles, Cultural Diversity",4.8,2.1K reviews,Mixed · Course · 1 - 3 Months
846,Positive Psychology ,The University of North Carolina at Chapel Hill," Positivity, Optimism, Resilience, Personal Development, Emotional Intelligence, Empathy, Adaptability, Relationship Building, Mental Health, Psychology, Creativity, Social Skills",4.7,10K reviews,Beginner · Course · 1 - 4 Weeks
847,How to Sell: An Overview of Fundamental Selling Techniques,Coursera Instructor Network," Cold Calling, Selling Techniques, Closing (Sales), Overcoming Objections, Sales Process, Sales Presentations, Sales Prospecting, Lead Generation, Telephone Skills, Customer Relationship Building, Active Listening, Communication Strategies, Customer Engagement",4.7,2K reviews,Beginner · Course · 1 - 3 Months
848,TensorFlow: Data and Deployment,DeepLearning.AI," Extract, Transform, Load, Data Pipelines, Image Analysis, Data Import/Export, Tensorflow, iOS Development, Application Deployment, Android Development, Data Processing, Computer Vision, MLOps (Machine Learning Operations), Swift Programming, Mobile Development, Data Transformation, JSON, Data Sharing, Javascript, Deep Learning, Applied Machine Learning, Artificial Neural Networks",4.7,3.2K reviews,Intermediate · Specialization · 3 - 6 Months
849,Global Diplomacy: the United Nations in the World,University of London," International Relations, Diplomacy, Social Sciences, Public Policies, Social Justice, Systems Thinking, Policy Analysis, Governance, Cultural Diversity",4.7,17 reviews,Intermediate · Specialization · 3 - 6 Months
850,Fractal Data Science,Fractal Analytics," Data Storytelling, Decision Making, Critical Thinking, Database Design, Data Manipulation, Data Presentation, Power BI, Data Visualization, Exploratory Data Analysis, Feature Engineering, Interactive Data Visualization, Data Analysis Expressions (DAX), Human Centered Design, Storyboarding, Classification And Regression Tree (CART), SQL, Applied Machine Learning, Problem Solving, Data Modeling, Machine Learning Algorithms",4.6,4.6K reviews,Beginner · Specialization · 3 - 6 Months
851,Rocket Science for Everyone,Yale University," Global Positioning Systems, Physical Science, Spatial Analysis, Mechanics, General Science and Research, Engineering, Physics",4.9,20 reviews,Intermediate · Specialization · 1 - 3 Months
852,Real Estate Property Management,Georgia Institute of Technology," Failure Analysis, Mechanical Design, Equipment Design, Mechanical Engineering, Structural Analysis, Engineering Analysis, Engineering Design Process, Manufacturing Processes, Engineering Calculations",4.8,84 reviews,Intermediate · Course · 1 - 3 Months
853,Positive Psychology ,Xbox," User Story, Product Planning, User Interface (UI), Competitive Analysis, Product Roadmaps, User Interface and User Experience (UI/UX) Design, Stakeholder Management, Market Research, Product Management, Usability, Design Thinking, Mockups, Consumer Behaviour, Usability Testing, Wireframing, Market Analysis, Stakeholder Communications, New Product Development, Quality Assurance and Control, Product Development",4.6,5.9K reviews,Beginner · Professional Certificate · 3 - 6 Months
854,Introduction to Computer Vision and Image Processing,Google," Regression Analysis, Statistical Analysis, Advanced Analytics, Correlation Analysis, Analytics, Data Analysis, Statistical Methods, Predictive Modeling, Statistical Modeling, Supervised Learning, Statistics, Statistical Machine Learning, Variance Analysis, Machine Learning Methods, Python Programming",4.7,1.3K reviews,Advanced · Course · 1 - 3 Months
855,"HTML, CSS, and Javascript for Web Developers",IBM," Computer Vision, Image Analysis, Artificial Neural Networks, IBM Cloud, Keras (Neural Network Library), Cloud Applications, Deep Learning, Tensorflow, PyTorch (Machine Learning Library), Artificial Intelligence and Machine Learning (AI/ML), Computer Programming, Cloud Computing, Augmented Reality, Application Development, Computer Science, Machine Learning, Data Processing",4.3,17K reviews,Beginner · Course · 1 - 3 Months
856,People Analytics,Adobe," Generative AI, Adobe Creative Cloud, Data Integrity, Creativity, Content Creation, Creative Design, Data Security, Ethical Standards And Conduct, Digital Transformation, Natural Language Processing",4.6,6.1K reviews,Mixed · Course · 1 - 4 Weeks
857,The Art of Storytelling,Google Cloud," Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, ChatGPT, Artificial Intelligence, Supervised Learning, Machine Learning, Deep Learning, Natural Language Processing, Healthcare Industry Knowledge",4.2,694 reviews,Intermediate · Course · 1 - 3 Months
858,ESG Risks and Opportunities,Rice University," Growth Mindedness, Stress Management, Resilience, Personal Development, Self-Awareness, Compassion, Positivity, Empathy, Mental Health, Mental Concentration, Interpersonal Communications, Communication, Emotional Intelligence, Relationship Building, Social Justice, Persistence, Overcoming Obstacles, Patience, Goal Setting, Open Mindset",4.8,736 reviews,Beginner · Specialization · 3 - 6 Months
859,Machine Design Part I,University of Geneva," Parent Communication, Positive Behavior Support, Disabilities, Pediatrics, Child Welfare, Education and Training, Mental and Behavioral Health Specialties, Occupational Therapy, Family Therapy, Psychotherapy, Human Development, Interpersonal Communications, Research, Classroom Management, Group Therapy, Treatment Planning, Behavior Management, Program Evaluation",4.8,2.2K reviews,Intermediate · Course · 1 - 3 Months
860,Digital Marketing,Starweaver," Rapport Building, Cross Selling, Business Communication, Verbal Communication Skills, Relationship Building, New Business Development, Professional Networking, Upselling, Business Relationship Management, Client Services, Account Management, Business Development, Customer Relationship Management, Strategic Partnership, Active Listening, Customer Insights",4.3,22 reviews,Intermediate · Course · 1 - 4 Weeks
861,The Fundamentals of Personal Finance,Rice University," Computational Thinking, Event-Driven Programming, Algorithms, Combinatorics, Graph Theory, Programming Principles, Application Development, Object Oriented Programming (OOP), Data Structures, Theoretical Computer Science, Independent Thinking, Probability, Computer Programming, Interactive Design, Program Development, Big Data, Python Programming, Data Analysis, User Interface (UI), Computational Logic",4.8,340 reviews,Beginner · Specialization · 3 - 6 Months
862,Introduction to 3D Modeling,GRAMMY GO," Media Strategy, Professional Networking, Content Strategy, Promotional Strategies, Branding, Marketing Analytics, Brand Strategy, Brand Awareness, Budget Management, Customer Engagement, Creative Design, Target Audience, Digital Marketing, Marketing Communications, User Feedback, Marketing Strategies, Trend Analysis, Content Creation, Social Media Marketing, Resilience",4.8,33 reviews,Beginner · Specialization · 1 - 3 Months
863,Regression Analysis: Simplify Complex Data Relationships,Duke University," Probability, Bayesian Statistics, Probability & Statistics, Calculus, Graphing, Statistics, Data Science, Algebra, Arithmetic, Derivatives",4.5,501 reviews,Beginner · Course · 1 - 3 Months
864,Auditing I: Conceptual Foundations of Auditing,Rice University," Economics, Supply And Demand, Business Economics, Market Dynamics, Economic Development, Game Theory, Financial Policy, Tax, Market Analysis, International Relations, Operating Cost, Public Policies, Cost Benefit Analysis, Business Metrics, Performance Metric, Consumer Behaviour, Investments, Labor Relations, Policty Analysis, Research, and Development, Competitive Analysis",4.8,618 reviews,Beginner · Specialization · 3 - 6 Months
865,Chip based VLSI design for Industrial Applications,National Taiwan University," Building Information Modeling, Engineering Documentation, Data Modeling, 3D Modeling, Computer-Aided Design, Information Management",4.7,97 reviews,Beginner · Course · 1 - 3 Months
866,Introduction to Cybersecurity Fundamentals,University of Minnesota," Patient Education and Support, Clinical Nursing, Patient Referral, Nursing Practices, Patient Treatment, Nursing Administration, Treatment Planning, Health Care Procedure and Regulation, Health Care, Train The Trainer, Patient Coordination, Clinical Research, Food Quality Assurance And Control, Stress Management, Patient Safety, Empathy, Safety Audits, Creativity, Educational Materials, Pharmaceuticals",4.8,734 reviews,Beginner · Specialization · 3 - 6 Months
867, Generative AI Content Creation,Technical University of Denmark (DTU)," Forecasting, Mechanical Engineering, Engineering Calculations, Engineering, High Voltage, Systems Engineering, Time Series Analysis and Forecasting, Structural Analysis, Financial Analysis, Power Electronics, Environmental Monitoring, Engineering Design Process, Finite Element Methods, Geospatial Information and Technology, Remote Access Systems, Mathematical Modeling",4.7,84 reviews,Mixed · Course · 3 - 6 Months
868,Building AI Cloud Apps with Microsoft Azure,Universidad de los Andes," Financial Statement Analysis, Financial Statements, Financial Analysis, Income Statement, Balance Sheet, Financial Management, Business Mathematics, Corporate Finance, Return On Investment, Microsoft Excel, Investment Management, Cash Flows, Loans",4.9,400 reviews,Beginner · Course · 1 - 3 Months
869,Social Work Practice: Advocating Social Justice and Change,MathWorks," Data Storytelling, Feature Engineering, Supervised Learning, Dimensionality Reduction, Data Integration, Interactive Data Visualization, Exploratory Data Analysis, Data Import/Export, Technical Communication, Data Analysis, Applied Machine Learning, Data Visualization Software, Matlab, Regression Analysis, Data Processing, Descriptive Statistics, Data Cleansing, Predictive Modeling, Classification And Regression Tree (CART), Data Science",4.8,401 reviews,Beginner · Specialization · 3 - 6 Months
870,The Digital Marketing Revolution,DeepLearning.AI," Natural Language Processing, PyTorch (Machine Learning Library), Keras (Neural Network Library), Deep Learning, Tensorflow, Machine Learning Methods, Artificial Intelligence, Text Mining, Data Processing",4.4,1.7K reviews,Intermediate · Course · 1 - 4 Weeks
871,Medical Terminology I,Lund University," Socioeconomics, Social Studies, Economic Development, Social Sciences, Economics, International Relations, Political Sciences, Demography, Policy Analysis, Governance",4.1,618 reviews,Beginner · Course · 1 - 3 Months
872,Introduction to Data Analytics,University of Florida," Journals, Creativity, Storytelling, Personal Development, Growth Mindedness, Liberal Arts, Self-Awareness, Emotional Intelligence, Writing, Overcoming Obstacles",4.6,751 reviews,Mixed · Course · 1 - 3 Months
873,Introduction to Medical Software,Duke University," Databricks, Generative AI, Performance Analysis, Apache Airflow, Workflow Management, Data Lakes, ChatGPT, Extract, Transform, Load, OpenAI, AWS SageMaker, Performance Tuning, Scalability, Data Transformation, Data Infrastructure, Microsoft Azure, MLOps (Machine Learning Operations), Amazon Web Services, Natural Language Processing, PyTorch (Machine Learning Library), Risk Management Framework",4.5,244 reviews,Beginner · Specialization · 3 - 6 Months
874,Practical Data Science with MATLAB,IBM," Requirements Elicitation, Business Analysis, Requirements Analysis, Digital Transformation, Business Process, Gap Analysis, Business Requirements, Business Transformation, Stakeholder Engagement, Stakeholder Communications, Project Management, Change Management",4.7,1K reviews,Beginner · Course · 1 - 4 Weeks
875,Value Chain Management,The Chinese University of Hong Kong," General Medicine, Personal Care, Health Care, Health Assessment, Patient Education and Support, Healthcare Industry Knowledge, Preventative Care",4.7,5K reviews,Intermediate · Course · 1 - 3 Months
876,Problem Solving with Excel ,PwC," Excel Formulas, Microsoft Excel, Data Cleansing, Spreadsheet Software, Data Analysis Expressions (DAX), Data Validation, Complex Problem Solving, Statistical Analysis, Financial Analysis",,,Beginner · Course · 1 - 4 Weeks
877,Introduction to Git and GitHub,Illinois Tech," Git (Version Control System), GitHub, Version Control, Continuous Integration, Software Configuration Management, Software Development Tools, Code Review, Remote Access Systems, Issue Tracking, Command-Line Interface",,,Beginner · Course · 1 - 3 Months
878,Natural Language Processing with Attention Models,DeepLearning.AI," Natural Language Processing, PyTorch (Machine Learning Library), Keras (Neural Network Library), Deep Learning, Tensorflow, Machine Learning Methods, Artificial Intelligence, Text Mining, Data Processing",,,Intermediate · Course · 1 - 4 Weeks
879,Programa especializado en circuitos eléctricos con SPICE,Duke University," Three-Phase, Basic Electrical Systems, Electrical Engineering, Electronic Components, Electronic Systems, Power Electronics, Network Analysis, Engineering Analysis, Differential Equations, Schematic Diagrams, Simulation and Simulation Software, Engineering Calculations, Simulations, Mathematical Modeling",,,Beginner · Course · 1 - 3 Months
880,A Story of Economics: A Principles Tale,MathWorks," Economics, Supply And Demand, Business Economics, Market Dynamics, Economic Development, Game Theory, Financial Policy, Socioeconomics, Tax, Market Analysis, International Relations, Operating Cost, Public Policies, Cost Benefit Analysis, Business Metrics, Performance Metric, Fiscal Management, Consumer Behaviour, Investments, Labor Relations",,,Beginner · Professional Certificate · 3 - 6 Months
881,BIM Fundamentals for Engineers,University of Illinois Urbana-Champaign," Building Information Modeling, Engineering Documentation, Data Modeling, 3D Modeling, Computer-Aided Design, Information Management",,,Beginner · Course · 1 - 4 Weeks
882,MBA Essentials,University of London," Business Administration, Leadership Studies, Marketing Strategies, Digital Transformation, Supply Chain Management, Marketing, Financial Data, Innovation, Corporate Sustainability, Accounting, Business Modeling, Change Management, Business Economics, Project Management, Business Strategies, Global Marketing, B2B Sales",,,Beginner · Course · 1 - 3 Months
883,Machine Learning Foundations for Product Managers,The Museum of Modern Art," Deep Learning, Unsupervised Learning, Classification And Regression Tree (CART), Machine Learning, Regression Analysis, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Computer Vision, Supervised Learning, Statistical Methods, Natural Language Processing, Predictive Modeling, Performance Metric",,,Beginner · Course · 1 - 3 Months
